WDPAID,NAME,scientific_name,source
342346,Laguna Madre y Delta del Río Bravo,Ictidomys_mexicanus,Programa de Manejo Área de Protección de Flora y Fauna Laguna Madre y Delta del Río Bravo
342346,Laguna Madre y Delta del Río Bravo,Cryptotis_parva,Programa de Manejo Área de Protección de Flora y Fauna Laguna Madre y Delta del Río Bravo
342346,Laguna Madre y Delta del Río Bravo,Scalopus_aquaticus,Programa de Manejo Área de Protección de Flora y Fauna Laguna Madre y Delta del Río Bravo
342346,Laguna Madre y Delta del Río Bravo,Taxidea_taxus,Programa de Manejo Área de Protección de Flora y Fauna Laguna Madre y Delta del Río Bravo
348913,Gorbeia,Crocidura_russula,Fernández-García (2003)
348913,Gorbeia,Crocidura_suaveolens,Fernández-García (2003)
348913,Gorbeia,Arvicola_sapidus,Fernández-García (2003)
348913,Gorbeia,Martes_foina,Fernández-García (2003)
348913,Gorbeia,Sciurus_vulgaris,Fernández-García (2003)
348913,Gorbeia,Lepus_europaeus,Fernández-García (2003)
348913,Gorbeia,Genetta_genetta,Fernández-García (2003)
348913,Gorbeia,Neomys_anomalus,Fernández-García (2003)
348913,Gorbeia,Lutra_lutra,Fernández-García (2003)
348913,Gorbeia,Neomys_fodiens,Fernández-García (2003)
348913,Gorbeia,Martes_martes,Fernández-García (2003)
348913,Gorbeia,Cervus_elaphus,Fernández-García (2003)
348913,Gorbeia,Meles_meles,Fernández-García (2003)
348913,Gorbeia,Microtus_gerbei,Fernández-García (2003)
348913,Gorbeia,Apodemus_sylvaticus,Fernández-García (2003)
348913,Gorbeia,Vulpes_vulpes,Fernández-García (2003)
348913,Gorbeia,Mustela_lutreola,Fernández-García (2003)
348913,Gorbeia,Microtus_agrestis,Fernández-García (2003)
348913,Gorbeia,Oryctolagus_cuniculus,Fernández-García (2003)
348913,Gorbeia,Canis_lupus,Fernández-García (2003)
348913,Gorbeia,Erinaceus_europaeus,Fernández-García (2003)
348913,Gorbeia,Myodes_glareolus,Fernández-García (2003)
348913,Gorbeia,Sorex_coronatus,Fernández-García (2003)
348913,Gorbeia,Mustela_erminea,Fernández-García (2003)
348913,Gorbeia,Mustela_nivalis,Fernández-García (2003)
348913,Gorbeia,Talpa_europaea,Fernández-García (2003)
348913,Gorbeia,Mus_musculus,Fernández-García (2003)
348913,Gorbeia,Rattus_rattus,Fernández-García (2003)
348913,Gorbeia,Mustela_putorius,Fernández-García (2003)
348913,Gorbeia,Microtus_lusitanicus,Fernández-García (2003)
348913,Gorbeia,Rattus_norvegicus,Fernández-García (2003)
348913,Gorbeia,Capreolus_capreolus,Fernández-García (2003)
348913,Gorbeia,Apodemus_flavicollis,Fernández-García (2003)
348913,Gorbeia,Sus_scrofa,Fernández-García (2003)
348913,Gorbeia,Glis_glis,Fernández-García (2003)
348913,Gorbeia,Felis_silvestris,Fernández-García (2003)
348916,Garganta de los Infiernos,Suncus_etruscus,https://www.gargantadelosinfiernos.com/f/
348916,Garganta de los Infiernos,Talpa_caeca,https://www.gargantadelosinfiernos.com/f/
348916,Garganta de los Infiernos,Apodemus_sylvaticus,https://www.gargantadelosinfiernos.com/f/
348916,Garganta de los Infiernos,Sus_scrofa,https://www.gargantadelosinfiernos.com/f/
348916,Garganta de los Infiernos,Mustela_putorius,https://www.gargantadelosinfiernos.com/f/
348916,Garganta de los Infiernos,Rattus_norvegicus,https://www.gargantadelosinfiernos.com/f/
348916,Garganta de los Infiernos,Arvicola_sapidus,https://www.gargantadelosinfiernos.com/f/
348916,Garganta de los Infiernos,Oryctolagus_cuniculus,https://www.gargantadelosinfiernos.com/f/
348916,Garganta de los Infiernos,Rattus_rattus,https://www.gargantadelosinfiernos.com/f/
348916,Garganta de los Infiernos,Chionomys_nivalis,https://www.gargantadelosinfiernos.com/f/
348916,Garganta de los Infiernos,Genetta_genetta,https://www.gargantadelosinfiernos.com/f/
348916,Garganta de los Infiernos,Mustela_nivalis,https://www.gargantadelosinfiernos.com/f/
348916,Garganta de los Infiernos,Vulpes_vulpes,https://www.gargantadelosinfiernos.com/f/
348916,Garganta de los Infiernos,Crocidura_russula,https://www.gargantadelosinfiernos.com/f/
348916,Garganta de los Infiernos,Microtus_duodecimcostatus,https://www.gargantadelosinfiernos.com/f/
